scenario_id,scenario_name,current_query,target_query,is_expected,rank,training_course_id,course_name,level,major,sub,hours,method,confidence_score,confidence_grade,final_score,reasons,direct_unit_evidence,sibling_scope_evidence,goal_direct_hits,goal_token_hits,goal_element_hits,goal_unit_core_hits,training_goal_ksa_score,gap_ksa_score,support_score,penalty_score
26,hr_planning_to_compensation,인사기획,임금관리,False,4,275,복리후생관리,4,경영·회계·사무,인사,20,집체훈련현장실습,0.476,low,0.4755,classification_match;delivery_fit;gap_job_base_bridge;gap_qualification_bridge;level_fit;sibling_classification_link;target_support_course_hint;time_depth_fit;unit_element_coverage;diversity_penalty,False,True,0,0,0,0,0.0,0.0,0.12,-0.03
26,hr_planning_to_compensation,인사기획,임금관리,True,5,266,인사기획,6,경영·회계·사무,인사,24,집체훈련,0.468,low,0.4676,classification_match;current_scope_support_bridge;delivery_fit;gap_ksa_concept_coverage;level_fit;sibling_classification_link;source_ksa_concept_overlap;target_job_base_signal;target_support_course_hint;time_depth_fit;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage;diversity_penalty,False,True,0,0,1,0,0.0248,0.0047,0.18,-0.07
27,hr_planning_to_hrd,인사기획,교육훈련운영,True,1,272,교육훈련운영,4,경영·회계·사무,인사,20,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_qualification_bridge;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,1,13,0,0.1713,0.0,0.2,0.0
27,hr_planning_to_hrd,인사기획,교육훈련운영,True,2,271,핵심인재관리,5,경영·회계·사무,인사,24,집체훈련현장실습,0.574,medium,0.5737,classification_match;delivery_fit;gap_job_base_bridge;level_fit;sibling_classification_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,False,True,0,0,1,0,0.0124,0.0,0.22,0.0
27,hr_planning_to_hrd,인사기획,교육훈련운영,False,3,281,노사관계 교육훈련,4,경영·회계·사무,노무관리,16,집체훈련현장실습,0.5,medium,0.5004,classification_match;delivery_fit;gap_job_base_bridge;level_fit;sibling_classification_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,False,True,0,0,2,0,0.0248,0.0,0.1,0.0
27,hr_planning_to_hrd,인사기획,교육훈련운영,False,4,282,단체교섭준비,5,경영·회계·사무,노무관리,20,집체훈련현장실습,0.256,low,0.2559,classification_match;delivery_fit;gap_job_base_bridge;level_fit;non_target_labor_course_penalty;sibling_classification_link;source_ksa_concept_overlap;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,False,True,0,0,1,0,0.0056,0.0,0.0,-0.12
27,hr_planning_to_hrd,인사기획,교육훈련운영,True,5,267,직무관리,5,경영·회계·사무,인사,24,집체훈련현장실습,0.428,low,0.4275,classification_match;delivery_fit;gap_job_base_bridge;gap_qualification_bridge;level_fit;sibling_classification_link;target_support_course_hint;time_depth_fit;unit_element_coverage;diversity_penalty,False,True,0,0,0,0,0.0,0.0,0.08,-0.03
28,hr_planning_to_labor_management,인사기획,노무관리,True,1,280,노사관계 계획,5,경영·회계·사무,노무관리,16,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,0,12,0,0.1489,0.0,0.28,0.0
28,hr_planning_to_labor_management,인사기획,노무관리,True,2,282,단체교섭준비,5,경영·회계·사무,노무관리,20,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;resolved_scope_unit_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,True,True,0,2,13,0,0.1868,0.0066,0.24,0.0
28,hr_planning_to_labor_management,인사기획,노무관리,False,3,283,단체교섭,6,경영·회계·사무,노무관리,24,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;resolved_scope_unit_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link;unit_element_coverage,True,True,0,2,10,0,0.1856,0.0231,0.22,0.0
28,hr_planning_to_labor_management,인사기획,노무관리,True,4,286,노사협의회 운영,4,경영·회계·사무,노무관리,12,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;practice_delivery_fit;resolved_scope_unit_link;source_ksa_concept_overlap;target_support_course_hint;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,True,True,0,3,18,0,0.2272,0.0,0.18,0.0
28,hr_planning_to_labor_management,인사기획,노무관리,False,5,281,노사관계 교육훈련,4,경영·회계·사무,노무관리,16,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;resolved_scope_unit_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,True,True,0,2,28,0,0.32,0.0,0.14,0.0
29,hrbp_to_hr_planning,HRBP,인사기획,True,1,266,인사기획,6,경영·회계·사무,인사,24,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;current_scope_support_bridge;delivery_fit;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_job_base_signal;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,2,10,0,0.144,0.0,0.2,-0.04
29,hrbp_to_hr_planning,HRBP,인사기획,True,2,267,직무관리,5,경영·회계·사무,인사,24,집체훈련현장실습,0.567,medium,0.5665,classification_match;delivery_fit;level_fit;sibling_classification_link;target_job_base_signal;target_support_course_hint;time_depth_fit;unit_element_coverage,False,True,0,0,0,0,0.0,0.0,0.24,0.0
29,hrbp_to_hr_planning,HRBP,인사기획,False,3,284,단체협약이행,3,경영·회계·사무,노무관리,20,집체훈련현장실습,0.209,low,0.2087,classification_match;delivery_fit;non_target_labor_course_penalty;sibling_classification_link;source_ksa_concept_overlap;target_job_base_signal;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,False,True,0,0,1,0,0.0124,0.0,0.0,-0.12
29,hrbp_to_hr_planning,HRBP,인사기획,False,4,273,임금관리,5,경영·회계·사무,인사,30,집체훈련현장실습,0.48,low,0.4804,classification_match;delivery_fit;level_fit;sibling_classification_link;source_ksa_concept_overlap;target_job_base_signal;target_support_course_hint;time_depth_fit;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage;diversity_penalty,False,True,0,0,1,0,0.0124,0.0,0.16,-0.03
29,hrbp_to_hr_planning,HRBP,인사기획,True,5,268,인력채용,5,경영·회계·사무,인사,30,집체훈련현장실습,0.48,low,0.4803,classification_match;delivery_fit;level_fit;sibling_classification_link;source_ksa_concept_overlap;target_job_base_signal;target_support_course_hint;time_depth_fit;unit_element_coverage;diversity_penalty,False,True,0,0,0,0,0.0,0.0,0.18,-0.03
30,hrbp_to_labor_management,HRBP,노무관리,True,1,280,노사관계 계획,5,경영·회계·사무,노무관리,16,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,0,12,0,0.1489,0.0,0.28,0.0
30,hrbp_to_labor_management,HRBP,노무관리,True,2,282,단체교섭준비,5,경영·회계·사무,노무관리,20,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;resolved_scope_unit_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,True,True,0,2,13,0,0.1868,0.0066,0.24,0.0
30,hrbp_to_labor_management,HRBP,노무관리,True,3,283,단체교섭,6,경영·회계·사무,노무관리,24,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;resolved_scope_unit_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link;unit_element_coverage,True,True,0,2,10,0,0.1856,0.0231,0.22,0.0
30,hrbp_to_labor_management,HRBP,노무관리,False,4,286,노사협의회 운영,4,경영·회계·사무,노무관리,12,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;practice_delivery_fit;resolved_scope_unit_link;source_ksa_concept_overlap;target_support_course_hint;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,True,True,0,3,18,0,0.2272,0.0,0.18,0.0
30,hrbp_to_labor_management,HRBP,노무관리,False,5,281,노사관계 교육훈련,4,경영·회계·사무,노무관리,16,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;resolved_scope_unit_link;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;unit_element_coverage,True,True,0,2,28,0,0.32,0.0,0.14,0.0
31,auto_non_hr_01_01_01_01_001,공적개발원조사업 PDM수립,공적개발원조사업 프로젝트 집행,True,1,105,공적개발원조사업 프로젝트 집행,4,사업관리,공적개발원조사업관리,80,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_job_base_signal;target_support_course_hint;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,6,21,0,0.32,0.0,0.2,0.0
31,auto_non_hr_01_01_01_01_001,공적개발원조사업 PDM수립,공적개발원조사업 프로젝트 집행,False,2,101,공적개발원조사업 개발전략수립,7,사업관리,공적개발원조사업관리,80,집체훈련,0.465,low,0.4646,classification_match;delivery_fit;gap_ksa_concept_coverage;practice_delivery_fit;source_ksa_concept_overlap;target_job_base_signal;target_support_course_hint;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link;unit_element_coverage,True,True,0,4,3,0,0.1354,0.0334,0.03,0.0
31,auto_non_hr_01_01_01_01_001,공적개발원조사업 PDM수립,공적개발원조사업 프로젝트 집행,False,3,102,공적개발원조사업 사업기획,6,사업관리,공적개발원조사업관리,40,집체훈련,0.331,low,0.3312,classification_match;delivery_fit;source_ksa_concept_overlap;target_job_base_signal;target_support_course_hint;time_depth_fit;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link;unit_element_coverage;diversity_penalty,True,True,0,0,4,0,0.0511,0.0,0.03,-0.03
32,auto_non_hr_01_01_01_01_002,공적개발원조사업 성과관리,공적개발원조사업 PDM수립,True,1,103,공적개발원조사업 PDM수립,5,사업관리,공적개발원조사업관리,40,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;training_goal_ksa_coverage;training_goal_unit_core_ksa_coverage;transition_unit_link;weak_unit_core_only_goal_coverage,True,True,0,0,0,16,0.0759,0.0094,0.2,-0.035
32,auto_non_hr_01_01_01_01_002,공적개발원조사업 성과관리,공적개발원조사업 PDM수립,False,2,102,공적개발원조사업 사업기획,6,사업관리,공적개발원조사업관리,40,집체훈련,0.405,low,0.4054,classification_match;delivery_fit;gap_job_base_bridge;level_fit;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link;unit_element_coverage,True,True,0,1,3,0,0.0479,0.0,0.03,0.0
33,auto_non_hr_01_01_01_01_003,공적개발원조사업 PDM수립,공적개발원조사업 성과관리,True,1,106,공적개발원조사업 성과관리,5,사업관리,공적개발원조사업관리,40,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_job_base_signal;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,9,33,0,0.32,0.08,0.2,0.0
34,auto_non_hr_01_01_01_02_004,프로젝트 인적자원관리,프로젝트 원가관리,True,1,114,프로젝트 원가관리,4,사업관리,프로젝트관리,40,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;training_goal_ksa_coverage;transition_unit_link,True,True,0,4,0,0,0.0894,0.0071,0.2,0.0
34,auto_non_hr_01_01_01_02_004,프로젝트 인적자원관리,프로젝트 원가관리,False,2,112,프로젝트 인적자원관리,4,사업관리,프로젝트관리,40,집체훈련,0.401,low,0.4014,classification_match;current_scope_support_bridge;delivery_fit;level_fit;practice_delivery_fit;source_ksa_concept_overlap;target_job_base_signal;target_support_course_hint;time_depth_fit;training_goal_ksa_coverage;transition_unit_link;unit_element_coverage,True,True,0,2,0,0,0.0473,0.0,0.045,-0.04
35,auto_non_hr_01_01_01_02_005,프로젝트 원가관리,프로젝트 인적자원관리,True,1,112,프로젝트 인적자원관리,4,사업관리,프로젝트관리,40,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_ksa_coverage;transition_unit_link,True,True,0,21,0,0,0.32,0.0274,0.2,0.0
35,auto_non_hr_01_01_01_02_005,프로젝트 원가관리,프로젝트 인적자원관리,False,2,114,프로젝트 원가관리,4,사업관리,프로젝트관리,40,집체훈련,0.348,low,0.3477,classification_match;current_scope_support_bridge;delivery_fit;level_fit;source_ksa_concept_overlap;target_job_base_signal;target_support_course_hint;time_depth_fit;training_goal_ksa_coverage;transition_unit_link;unit_element_coverage,True,True,0,1,0,0,0.0224,0.0,0.045,-0.04
36,auto_non_hr_01_01_01_02_006,프로젝트 원가관리,프로젝트 일정관리,True,1,113,프로젝트 일정관리,4,사업관리,프로젝트관리,40,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_qualification_bridge;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;training_goal_ksa_coverage;transition_unit_link,True,True,0,3,0,0,0.0671,0.0,0.2,0.0
36,auto_non_hr_01_01_01_02_006,프로젝트 원가관리,프로젝트 일정관리,False,2,111,프로젝트 범위관리,5,사업관리,프로젝트관리,60,집체훈련,0.458,low,0.4576,classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;source_ksa_concept_overlap;target_support_course_hint;training_goal_ksa_coverage;transition_unit_link;unit_element_coverage,True,True,0,2,0,0,0.0473,0.0302,0.045,0.0
37,auto_non_hr_01_01_01_03_007,산학협력 연구비관리,산학협력 과제관리,True,1,124,산학협력 과제관리,4,사업관리,산학협력관리,16,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_ksa_coverage;transition_unit_link,True,True,0,1,0,0,0.0224,0.0189,0.2,0.0
38,auto_non_hr_01_01_01_03_008,산학협력 과제관리,산학협력 연구비관리,True,1,123,산학협력 연구비관리,4,사업관리,산학협력관리,16,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,0,15,0,0.2398,0.0094,0.2,0.0
39,auto_non_hr_03_01_01_01_009,예금 관리,부수업무 처리,True,1,454,부수업무 처리,2,금융·보험,창구사무,20,원격훈련집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_job_base_signal;target_qualification_signal;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_ksa_coverage;transition_unit_link,True,True,0,3,0,0,0.0696,0.0,0.2,0.0
40,auto_non_hr_03_01_01_01_010,부수업무 처리,예금 관리,True,1,457,예금 관리,2,금융·보험,창구사무,30,원격훈련집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_ksa_concept_coverage;gap_qualification_bridge;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_job_base_signal;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,5,12,0,0.2235,0.0071,0.2,0.0
40,auto_non_hr_03_01_01_01_010,부수업무 처리,예금 관리,False,2,456,입지급 거래,2,금융·보험,창구사무,25,원격훈련집체훈련,0.424,low,0.424,classification_match;delivery_fit;gap_ksa_concept_coverage;gap_qualification_bridge;level_fit;source_ksa_concept_overlap;target_job_base_signal;target_support_course_hint;time_depth_fit;training_goal_ksa_coverage;training_goal_unit_core_ksa_coverage;transition_unit_link;unit_element_coverage;weak_unit_core_only_goal_coverage,True,True,0,0,0,9,0.0522,0.0189,0.035,-0.035
41,auto_non_hr_03_01_01_01_011,부수업무 처리,입지급 거래,True,1,456,입지급 거래,2,금융·보험,창구사무,25,원격훈련집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_ksa_concept_coverage;gap_qualification_bridge;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_job_base_signal;target_support_course_hint;time_depth_fit;training_goal_ksa_coverage;training_goal_unit_core_ksa_coverage;transition_unit_link;weak_unit_core_only_goal_coverage,True,True,0,0,0,16,0.0811,0.0107,0.2,-0.035
41,auto_non_hr_03_01_01_01_011,부수업무 처리,입지급 거래,False,2,457,예금 관리,2,금융·보험,창구사무,30,원격훈련집체훈련,0.479,low,0.4786,classification_match;delivery_fit;gap_ksa_concept_coverage;gap_qualification_bridge;level_fit;source_ksa_concept_overlap;target_job_base_signal;target_support_course_hint;time_depth_fit;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link;unit_element_coverage,True,True,0,2,5,0,0.082,0.0024,0.035,0.0
42,auto_non_hr_03_01_01_02_012,고객접촉활동·관계형성,거래약정,True,1,465,거래약정,4,금융·보험,기업영업,15,원격훈련집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,5,23,0,0.32,0.0,0.2,0.0
43,auto_non_hr_03_01_01_02_013,거래약정,고객접촉활동·관계형성,True,1,460,고객접촉활동·관계형성,4,금융·보험,기업영업,15,원격훈련집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,0,15,0,0.1891,0.0,0.2,0.0
44,auto_non_hr_03_01_01_02_014,기업 거래심화,거래신청 심사·승인,True,1,464,거래신청 심사·승인,5,금융·보험,기업영업,15,원격훈련집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_qualification_signal;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,0,8,0,0.0993,0.0,0.2,0.0
45,auto_non_hr_03_01_01_03_015,고객관리,PB컴플라이언스,True,1,476,PB컴플라이언스,4,금융·보험,PB영업,20,원격훈련집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_qualification_bridge;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,6,35,0,0.32,0.0,0.2,0.0
46,auto_non_hr_03_01_01_03_016,PB컴플라이언스,고객관리,True,1,475,고객관리,4,금융·보험,PB영업,20,원격훈련집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_ksa_coverage;training_goal_unit_core_ksa_coverage;transition_unit_link;weak_unit_core_only_goal_coverage,True,True,0,0,0,16,0.0759,0.0,0.2,-0.035
46,auto_non_hr_03_01_01_03_016,PB컴플라이언스,고객관리,False,2,467,기업고객관리,6,금융·보험,기업영업,30,원격훈련집체훈련,0.594,medium,0.594,classification_match;delivery_fit;gap_job_base_bridge;query_text_match;sibling_classification_link;target_support_course_hint;time_depth_fit;unit_element_coverage,False,True,0,0,0,0,0.0,0.0,0.184,0.0
47,auto_non_hr_04_02_02_01_017,평생교육 요구분석,평생교육 상황분석,True,1,797,평생교육 상황분석,5,교육·자연·사회과학,평생교육프로그램 기획·개발·평가,20,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_qualification_signal;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,7,13,0,0.2738,0.0,0.2,0.0
48,auto_non_hr_04_02_02_01_018,평생교육 상황분석,평생교육 요구분석,True,1,798,평생교육 요구분석,5,교육·자연·사회과학,평생교육프로그램 기획·개발·평가,40,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_qualification_bridge;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,15,39,0,0.32,0.0,0.2,0.0
49,auto_non_hr_04_02_02_01_019,평생교육 상황분석,평생교육 자원조사,True,1,799,평생교육 자원조사,5,교육·자연·사회과학,평생교육프로그램 기획·개발·평가,30,집체훈련현장견학현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_qualification_signal;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,6,12,0,0.221,0.0236,0.2,0.0
50,auto_non_hr_04_02_02_02_020,프로그램 현장관리,평생교육 실무행정,True,1,814,평생교육 실무행정,3,교육·자연·사회과학,평생교육프로그램 운영·상담·교수,30,집체훈련현장견학현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_qualification_signal;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,6,15,0,0.2875,0.0,0.2,0.0
51,auto_non_hr_04_02_02_02_021,평생교육 실무행정,프로그램 현장관리,True,1,806,프로그램 현장관리,3,교육·자연·사회과학,평생교육프로그램 운영·상담·교수,20,집체훈련현장견학현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_qualification_signal;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,10,26,0,0.32,0.0,0.2,0.0
52,auto_non_hr_04_02_02_02_022,평생교육 인적자원 관리,평생교육 네트워크 관리,True,1,812,평생교육 네트워크 관리,5,교육·자연·사회과학,평생교육프로그램 운영·상담·교수,30,집체훈련현장견학,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_qualification_signal;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_direct_ksa_coverage;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,1,31,47,0,0.32,0.0,0.2,0.0
53,auto_non_hr_04_03_01_01_023,개인보유역량 분석,경력지도 관련정보 수집,True,1,816,경력지도 관련정보 수집,3,교육·자연·사회과학,경력지도,30,원격훈련집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,1,33,0,0.32,0.0071,0.2,0.0
